,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,referredby,firstduedate,firstrepaiddate
9658,8a858f15555455250155593c822b45f0,301934487,1,2017-06-11 07:52:48.000000,2017-06-11 06:51:40.000000,10000.0,13000.0,30,2017-07-01 22:07:19.000000,,2017-07-13 00:00:00.000000,2017-07-01 21:57:11.000000
9659,8a858f1f5799c85e015799fe3282172c,301828941,1,2017-03-01 12:45:57.000000,2017-03-01 11:45:46.000000,10000.0,13000.0,30,2017-03-20 14:02:45.000000,,2017-03-31 00:00:00.000000,2017-03-20 13:47:34.000000
9660,8a858f265c1c393e015c20379a9341b7,301943307,2,2017-06-19 09:29:07.000000,2017-06-19 08:29:01.000000,10000.0,13000.0,30,2017-07-17 10:18:39.000000,,2017-07-19 00:00:00.000000,2017-07-17 10:08:30.000000
9661,8a858f2e5876d7d00158775e060838ba,301859971,3,2017-04-07 22:31:48.000000,2017-04-07 21:31:34.000000,10000.0,13000.0,30,2017-05-08 02:02:51.000000,,2017-05-08 00:00:00.000000,2017-05-08 00:54:59.000000
9662,8a858f335c8d9723015c9bc0a13037d0,301936075,1,2017-06-12 14:45:42.000000,2017-06-12 13:44:35.000000,10000.0,13000.0,30,2017-07-03 19:14:02.000000,,2017-07-12 00:00:00.000000,2017-07-03 19:03:53.000000
9663,8a858f3d5add42e2015ae1446fbf7d56,301917772,3,2017-05-25 07:41:11.000000,2017-05-25 06:41:04.000000,10000.0,11500.0,15,2017-06-09 01:18:28.000000,,2017-06-09 00:00:00.000000,2017-06-09 00:53:01.000000
9664,8a858f435aa9712e015aa9e8e9735ca6,301888620,5,2017-05-03 17:35:18.000000,2017-05-03 16:35:12.000000,20000.0,21900.0,15,2017-05-15 13:43:19.000000,,2017-05-18 00:00:00.000000,2017-05-15 13:28:10.000000
9665,8a858f4c5bb597f6015bc37ca2495d1e,301926135,2,2017-06-03 14:52:48.000000,2017-06-03 13:52:40.000000,10000.0,13000.0,30,2017-06-28 13:37:43.000000,,2017-07-03 00:00:00.000000,2017-06-28 13:27:29.000000
9666,8a858f5659bc0eea0159c9e3ddee1d5f,301799147,1,2017-01-23 07:09:01.000000,2017-01-23 06:08:51.000000,10000.0,13000.0,30,2017-02-21 09:19:18.000000,,2017-02-22 00:00:00.000000,2017-02-21 09:04:08.000000
9667,8a858f5f5a3d03ab015a3ebc0fd0071d,301838967,1,2017-03-15 17:44:52.000000,2017-03-15 16:43:43.000000,10000.0,13000.0,30,2017-03-27 19:25:43.000000,,2017-04-17 00:00:00.000000,2017-03-27 19:10:34.000000
9668,8a858f5f5a3d03ab015a3ebc0fd0071d,301920718,4,2017-05-29 07:34:42.000000,2017-05-29 06:34:35.000000,20000.0,24500.0,30,2017-06-23 19:28:10.000000,,2017-06-28 00:00:00.000000,2017-06-23 19:18:01.000000
9669,8a858f6e5a951fc2015a9e8c2e4f4436,301888790,3,2017-05-03 20:31:16.000000,2017-05-03 19:31:09.000000,10000.0,13000.0,30,2017-06-02 14:36:50.000000,,2017-06-02 00:00:00.000000,2017-06-02 14:26:42.000000
9670,8a858f74584a54aa015862440ad90e4d,301832124,5,2017-03-06 06:22:25.000000,2017-03-06 05:21:59.000000,10000.0,13000.0,30,2017-04-04 15:32:29.000000,,2017-04-05 00:00:00.000000,2017-04-04 15:17:21.000000
9671,8a858f74584a54aa015862440ad90e4d,301809673,4,2017-02-04 06:13:58.000000,2017-02-04 05:13:51.000000,10000.0,13000.0,30,2017-03-05 05:36:08.000000,,2017-03-06 00:00:00.000000,2017-03-05 05:20:54.000000
9672,8a858f8d56e0c3a70156fe8e28c92bae,301707031,1,2016-09-06 09:38:59.000000,2016-09-06 08:38:51.000000,10000.0,11500.0,15,2016-09-21 12:40:08.000000,,2016-09-21 00:00:00.000000,2016-09-21 12:24:59.000000
9673,8a858f8d56e0c3a70156fe8e28c92bae,301770940,6,2016-12-08 12:01:12.000000,2016-12-08 11:00:44.000000,30000.0,34400.0,30,2017-01-09 09:11:53.000000,,2017-01-09 00:00:00.000000,2017-01-09 08:56:44.000000
9674,8a858f8d56e0c3a70156fe8e28c92bae,301789823,7,2017-01-09 09:16:29.000000,2017-01-09 08:16:21.000000,30000.0,36800.0,60,2017-03-08 09:21:11.000000,,2017-02-08 00:00:00.000000,2017-02-08 09:40:13.000000
9675,8a858f9d565c00590156663342c463d5,301955281,5,2017-06-28 19:24:42.000000,2017-06-28 18:24:35.000000,10000.0,13000.0,30,2017-07-24 19:16:43.000000,,2017-07-28 00:00:00.000000,2017-07-24 19:06:34.000000
9676,8a858fa057e2a0a50157e87651495c74,301775259,4,2016-12-16 15:50:22.000000,2016-12-16 14:50:11.000000,10000.0,13000.0,30,2017-01-14 11:55:17.000000,,2017-01-16 00:00:00.000000,2017-01-14 11:40:08.000000
9677,8a858fa057e2a0a50157e87651495c74,301935052,6,2017-06-11 17:49:58.000000,2017-06-11 16:49:52.000000,20000.0,22250.0,15,2017-06-22 17:40:18.000000,,2017-06-26 00:00:00.000000,2017-06-22 17:30:07.000000
9678,8a858fa257d8223c0157e6678b8a1e8b,301747687,1,2016-10-21 09:53:35.000000,2016-10-21 08:53:22.000000,10000.0,11500.0,15,2016-11-03 11:16:27.000000,,2016-11-07 00:00:00.000000,2016-11-03 11:01:18.000000
9679,8a858fa257d8223c0157e6678b8a1e8b,301859401,9,2017-04-07 15:11:53.000000,2017-04-07 14:11:45.000000,30000.0,34400.0,30,2017-05-04 13:15:48.000000,,2017-05-08 00:00:00.000000,2017-05-04 13:00:39.000000
9680,8a858faf56b7821c0156c324964a1968,301835378,6,2017-03-10 11:16:24.000000,2017-03-10 10:16:17.000000,20000.0,21900.0,15,2017-03-24 20:36:28.000000,,2017-03-27 00:00:00.000000,2017-03-24 20:21:18.000000
9681,8a858faf56b7821c0156c324964a1968,301902386,8,2017-05-12 03:31:02.000000,2017-05-12 02:30:55.000000,30000.0,34500.0,30,2017-06-12 14:39:20.000000,,2017-06-12 00:00:00.000000,2017-06-12 14:29:12.000000
9682,8a858faf56b7821c0156c324964a1968,301941651,9,2017-06-17 07:00:55.000000,2017-06-17 05:59:48.000000,10000.0,11500.0,30,2017-07-11 13:08:38.000000,,2017-07-17 00:00:00.000000,2017-07-11 12:58:29.000000
9683,8a858fd55b1aae2e015b1bc0d49773ae,301849685,1,2017-03-29 21:50:52.000000,2017-03-29 20:50:39.000000,10000.0,13000.0,30,2017-04-28 21:26:46.000000,,2017-04-28 00:00:00.000000,2017-04-28 21:11:37.000000
9684,8a858fd85b685607015b783fe1212f10,301881033,2,2017-04-26 12:37:36.000000,2017-04-26 11:37:27.000000,10000.0,13000.0,30,2017-05-19 18:48:03.000000,,2017-05-26 00:00:00.000000,2017-05-19 18:32:53.000000
9685,8a858fe45a7f52b1015a818bd5ad73a0,301951625,3,2017-06-25 19:01:27.000000,2017-06-25 18:01:22.000000,10000.0,11500.0,15,2017-07-25 11:02:26.000000,,2017-07-10 00:00:00.000000,2017-07-25 10:52:17.000000
9686,8a858fed5a28bf0e015a2f0aa63f38d9,301876648,2,2017-04-22 09:36:49.000000,2017-04-22 08:36:42.000000,10000.0,13000.0,30,2017-05-22 09:08:39.000000,,2017-05-22 00:00:00.000000,2017-05-22 08:53:30.000000
9687,8a85898a53bc15600153c76825c74b94,301950005,2,2017-06-24 07:07:33.000000,2017-06-24 06:07:26.000000,10000.0,11500.0,15,2017-07-25 19:56:55.000000,,2017-07-10 00:00:00.000000,2017-07-25 19:46:46.000000
9688,8a858efd5ca70688015ca7ead745627c,301939198,1,2017-06-15 02:20:47.000000,2017-06-15 01:19:39.000000,10000.0,11500.0,15,2017-06-30 05:59:47.000000,8a858f285c7d70a4015c7d86438a0fa5,2017-06-30 00:00:00.000000,2017-06-30 04:48:01.000000
9689,8a858f74584a54aa01585cbeb48f4166,301829465,4,2017-03-02 06:15:33.000000,2017-03-02 05:15:08.000000,20000.0,23800.0,30,2017-04-24 10:22:42.000000,,2017-04-03 00:00:00.000000,2017-04-24 10:07:33.000000
9690,8a8588235375c27f01538446e3214790,301648956,4,2016-07-11 09:47:10.000000,2016-07-11 08:46:57.000000,10000.0,13000.0,30,2016-07-22 20:47:07.000000,,2016-08-10 00:00:00.000000,2016-07-22 20:32:04.000000
9691,8a8588235375c27f01538446e3214790,301946791,13,2017-06-21 18:06:53.000000,2017-06-21 17:06:46.000000,15000.0,16500.0,30,2017-07-24 15:30:31.000000,,2017-07-21 00:00:00.000000,2017-07-24 15:20:20.000000
9692,8a8588235375c27f01538446e3214790,301879355,11,2017-04-24 22:23:27.000000,2017-04-24 21:23:21.000000,10000.0,12800.0,30,2017-05-23 22:27:50.000000,,2017-05-24 00:00:00.000000,2017-05-23 22:12:40.000000
9693,8a8588235375c27f01538446e3214790,301625517,3,2016-05-27 13:48:04.000000,2016-05-27 12:47:58.000000,10000.0,13000.0,30,2016-06-25 00:05:10.000000,,2016-06-27 00:00:00.000000,2016-06-24 19:08:14.000000
9694,8a8588fd53c244bc0153cb1b1c2c6cec,301606953,1,2016-04-02 16:16:55.000000,2016-04-02 15:16:49.000000,6000.0,7800.0,30,2016-05-04 22:27:15.000000,,2016-05-02 00:00:00.000000,2016-05-04 22:27:06.000000
9695,8a8588fd53c244bc0153cb1b1c2c6cec,301849882,8,2017-03-30 09:14:53.000000,2017-03-30 08:14:45.000000,25000.0,29000.0,30,2017-04-28 15:45:52.000000,,2017-05-02 00:00:00.000000,2017-04-28 15:30:42.000000
9696,8a8588fd53c244bc0153cb1b1c2c6cec,301739933,4,2016-10-08 19:17:16.000000,2016-10-08 18:17:02.000000,20000.0,24500.0,30,2016-10-28 09:53:11.000000,,2016-11-07 00:00:00.000000,2016-10-28 09:38:01.000000
9697,8a8589a453bc422d0153c7c133ba0d23,301759500,1,2016-11-15 11:50:45.000000,2016-11-15 10:50:29.000000,10000.0,11500.0,15,2016-11-25 20:06:09.000000,,2016-11-30 00:00:00.000000,2016-11-25 19:50:58.000000
9698,8a8589a453bc422d0153c7c133ba0d23,301767935,2,2016-12-01 16:34:13.000000,2016-12-01 15:34:03.000000,10000.0,13000.0,30,2016-12-21 11:45:27.000000,,2017-01-02 00:00:00.000000,2016-12-21 11:30:17.000000
9699,8a8589c1545181f30154735d98f93955,301766615,8,2016-11-29 17:03:03.000000,2016-11-29 16:02:53.000000,30000.0,36800.0,60,2017-02-16 20:15:50.000000,,2016-12-29 00:00:00.000000,2017-01-09 02:52:53.000000
9700,8a8589c1545181f30154735d98f93955,301616366,1,2016-05-02 22:41:47.000000,2016-05-02 21:41:36.000000,10000.0,13000.0,30,2016-05-29 00:02:44.000000,,2016-06-01 00:00:00.000000,2016-05-28 12:45:00.000000
9701,8a858fee58d73f5f0158e3e9c6176212,301850258,2,2017-03-30 16:46:46.000000,2017-03-30 15:46:39.000000,10000.0,11500.0,15,2017-04-10 15:24:51.000000,,2017-04-14 00:00:00.000000,2017-04-10 15:09:41.000000
9702,8a858ff259d1429e0159d1a4117e23bd,301817228,2,2017-02-14 21:21:29.000000,2017-02-14 20:21:23.000000,10000.0,11500.0,15,2017-02-28 20:48:01.000000,,2017-03-01 00:00:00.000000,2017-02-28 20:32:52.000000
9703,8a858ff259d1429e0159d1a4117e23bd,301801122,1,2017-01-24 21:48:33.000000,2017-01-24 20:48:23.000000,10000.0,11500.0,15,2017-02-07 18:35:31.000000,,2017-02-08 00:00:00.000000,2017-02-07 18:20:21.000000
9704,8a858ff8582fcb86015842f0937e432f,301897839,5,2017-05-09 17:20:33.000000,2017-05-09 16:20:26.000000,20000.0,24500.0,30,2017-05-29 14:24:09.000000,,2017-06-08 00:00:00.000000,2017-05-29 14:14:00.000000
9705,8a858ffd5caca417015cb006d7aa3382,301942829,1,2017-06-18 17:01:42.000000,2017-06-18 14:47:59.000000,10000.0,13000.0,30,2017-07-19 14:35:12.000000,,2017-07-19 00:00:00.000000,2017-07-19 14:25:03.000000
9706,8a858e5357c8273b0157cf6403254f68,301818731,5,2017-02-16 13:32:35.000000,2017-02-16 12:32:22.000000,20000.0,23800.0,30,2017-03-13 14:17:26.000000,,2017-03-20 00:00:00.000000,2017-03-13 14:02:12.000000
9707,8a858e5357c8273b0157cf6403254f68,301783789,3,2016-12-29 16:24:22.000000,2016-12-29 15:24:12.000000,20000.0,21900.0,15,2017-01-05 14:13:41.000000,,2017-01-13 00:00:00.000000,2017-01-05 13:58:32.000000
9708,8a858eb75c21a2b9015c2d519a0a727e,301933082,1,2017-06-09 18:24:26.000000,2017-06-09 17:23:19.000000,10000.0,13000.0,30,2017-07-07 18:54:13.000000,,2017-07-10 00:00:00.000000,2017-07-07 18:44:04.000000
9709,8a858f2b5bf35819015bf3a8d4072974,301918871,1,2017-05-26 13:53:15.000000,2017-05-26 12:53:07.000000,10000.0,13000.0,30,2017-07-22 19:11:44.000000,,2017-06-28 00:00:00.000000,2017-07-22 19:01:35.000000
9710,8a85881053bc33670153c842d8990da3,301917639,3,2017-05-24 22:11:15.000000,2017-05-24 21:11:08.000000,10000.0,11500.0,15,2017-06-08 23:55:30.000000,,2017-06-09 00:00:00.000000,2017-06-08 23:45:20.000000
9711,8a85881053bc33670153c842d8990da3,301932436,4,2017-06-09 10:08:31.000000,2017-06-09 09:08:24.000000,10000.0,11500.0,15,2017-06-23 00:02:13.000000,,2017-06-26 00:00:00.000000,2017-06-22 23:52:04.000000
9712,8a8588ae53f1cb7c015401a930c45ad7,301823063,10,2017-02-21 10:01:10.000000,2017-02-21 09:01:03.000000,10000.0,13000.0,30,2017-03-20 17:52:54.000000,,2017-03-23 00:00:00.000000,2017-03-20 17:37:44.000000
9713,8a8588ae53f1cb7c015401a930c45ad7,301932321,14,2017-06-09 08:35:28.000000,2017-06-09 07:35:21.000000,20000.0,22250.0,15,2017-06-28 11:14:52.000000,,2017-06-28 00:00:00.000000,2017-06-28 11:04:43.000000
9714,8a8588ae53f1cb7c015401a930c45ad7,301685018,5,2016-08-17 21:46:04.000000,2016-08-17 20:45:58.000000,10000.0,12250.0,30,2016-09-16 12:48:09.000000,,2016-09-16 00:00:00.000000,2016-09-16 12:33:06.000000
9715,8a8589045384bd8301539e93bb010699,301881750,6,2017-04-26 22:58:38.000000,2017-04-26 21:58:31.000000,10000.0,11500.0,15,2017-04-30 05:43:17.000000,,2017-05-11 00:00:00.000000,2017-04-30 05:28:08.000000
9716,8a8589045384bd8301539e93bb010699,301819472,4,2017-02-17 01:49:41.000000,2017-02-17 00:49:26.000000,10000.0,11500.0,15,2017-03-04 09:51:52.000000,,2017-03-06 00:00:00.000000,2017-03-04 09:36:41.000000
9717,8a85898a53bc15600153cb8e38ae2c5f,301845110,7,2017-03-23 17:09:17.000000,2017-03-23 16:09:10.000000,20000.0,23800.0,30,2017-04-13 06:57:37.000000,,2017-04-24 00:00:00.000000,2017-04-13 06:42:28.000000
9718,8a85898a53bc15600153cb8e38ae2c5f,301810726,3,2017-02-05 22:04:36.000000,2017-02-05 21:04:28.000000,10000.0,11500.0,15,2017-02-14 06:52:08.000000,,2017-02-20 00:00:00.000000,2017-02-14 06:36:59.000000
9719,8a85898a53bc15600153cb8e38ae2c5f,301802329,2,2017-01-26 06:03:37.000000,2017-01-26 05:03:28.000000,10000.0,11500.0,15,2017-01-31 20:38:14.000000,,2017-02-10 00:00:00.000000,2017-01-31 20:23:03.000000
9720,8a8589da5410287f01541ff402633c01,301814887,3,2017-02-11 12:40:36.000000,2017-02-11 11:40:29.000000,10000.0,13000.0,30,2017-03-03 11:45:18.000000,,2017-03-13 00:00:00.000000,2017-03-03 11:30:02.000000
9721,8a8589da5410287f01541ff402633c01,301611804,1,2016-04-16 17:50:22.000000,2016-04-16 16:50:15.000000,8000.0,10400.0,30,2016-05-08 00:01:44.000000,,2016-05-16 00:00:00.000000,2016-05-07 12:32:38.000000
9722,8a858e0c5519be540155224efeb83f2f,301841361,3,2017-03-18 21:43:18.000000,2017-03-18 20:42:58.000000,20000.0,23800.0,30,2017-04-06 07:21:40.000000,,2017-04-17 00:00:00.000000,2017-04-06 07:06:30.000000
9723,8a858e0c5519be540155224efeb83f2f,301631268,1,2016-06-11 13:42:24.000000,2016-06-11 12:42:18.000000,10000.0,13000.0,30,2016-06-14 00:05:04.000000,,2016-07-11 00:00:00.000000,2016-06-13 17:35:26.000000
9724,8a858e1d5b2510b2015b2ec1e9541f3c,301914445,2,2017-05-20 20:06:30.000000,2017-05-20 19:06:23.000000,10000.0,13000.0,30,2017-06-09 09:10:43.000000,,2017-06-19 00:00:00.000000,2017-06-09 09:00:34.000000
9725,8a858e2857d80e580157d836de5d2be6,301757761,3,2016-11-11 13:16:58.000000,2016-11-11 12:16:49.000000,20000.0,24500.0,30,2016-12-08 16:22:36.000000,,2016-12-13 00:00:00.000000,2016-12-08 16:07:27.000000
9726,8a858e2857d80e580157d836de5d2be6,301746153,1,2016-10-18 15:35:03.000000,2016-10-18 14:34:51.000000,10000.0,13000.0,30,2016-11-02 16:33:53.000000,,2016-11-17 00:00:00.000000,2016-11-02 16:18:43.000000
9727,8a858e2857d80e580157d836de5d2be6,301786460,5,2017-01-03 16:46:53.000000,2017-01-03 15:46:44.000000,30000.0,34400.0,30,2017-01-27 21:52:01.000000,,2017-02-02 00:00:00.000000,2017-01-27 21:36:52.000000
9728,8a858e5856b7840c0156bc78a4767ae8,301732030,2,2016-09-29 12:55:05.000000,2016-09-29 11:54:54.000000,10000.0,13000.0,30,2016-10-18 13:56:48.000000,,2016-10-31 00:00:00.000000,2016-10-18 13:41:39.000000
9729,8a858e5856b7840c0156bc78a4767ae8,301759998,5,2016-11-16 10:17:48.000000,2016-11-16 09:17:37.000000,20000.0,21900.0,15,2016-11-29 18:57:21.000000,,2016-12-01 00:00:00.000000,2016-11-29 18:42:11.000000
9730,8a858e5856b7840c0156bc78a4767ae8,301790805,7,2017-01-10 14:06:59.000000,2017-01-10 13:06:49.000000,20000.0,21800.0,15,2017-01-16 18:02:47.000000,,2017-01-25 00:00:00.000000,2017-01-16 17:47:27.000000
9731,8a858e5856b7840c0156bc78a4767ae8,301796452,9,2017-01-19 02:35:34.000000,2017-01-19 01:35:25.000000,40000.0,44800.0,30,2017-02-07 21:44:22.000000,,2017-02-20 00:00:00.000000,2017-02-07 21:29:13.000000
9732,8a858e655a047d1a015a05e93ffa5960,301830948,2,2017-03-03 18:36:35.000000,2017-03-03 17:36:28.000000,10000.0,13000.0,30,2017-03-16 22:18:16.000000,,2017-04-03 00:00:00.000000,2017-03-16 22:03:06.000000
9733,8a858e705668e16701568d07718d6e1e,301907255,1,2017-05-15 09:44:17.000000,2017-05-15 08:43:59.000000,10000.0,13000.0,30,2017-06-14 19:27:46.000000,,2017-06-15 00:00:00.000000,2017-06-14 19:17:36.000000
9734,8a858e935b496584015b5198c2b30b82,301899899,2,2017-05-10 18:50:45.000000,2017-05-10 17:50:38.000000,10000.0,13000.0,30,2017-05-31 14:29:37.000000,,2017-06-09 00:00:00.000000,2017-05-31 14:19:28.000000
9735,8a858e955631db4401564177c5290d69,301753222,4,2016-11-02 00:22:18.000000,2016-11-01 23:22:03.000000,20000.0,24500.0,30,2016-12-02 15:04:50.000000,,2016-12-02 00:00:00.000000,2016-12-02 14:49:40.000000
9736,8a858e955631db4401564177c5290d69,301768507,5,2016-12-02 16:00:23.000000,2016-12-02 15:00:09.000000,20000.0,23800.0,30,2017-01-01 02:38:33.000000,,2017-01-02 00:00:00.000000,2017-01-01 02:23:23.000000
9737,8a858e9b5a61655b015a61a53637255e,301911312,1,2017-05-17 13:00:38.000000,2017-05-17 11:59:28.000000,10000.0,11500.0,15,2017-06-13 20:09:01.000000,,2017-06-01 00:00:00.000000,2017-06-13 19:58:53.000000
9738,8a858eac5ad81473015ada3690354aac,301872907,13,2017-04-19 07:54:36.000000,2017-04-19 06:54:30.000000,30000.0,34400.0,30,2017-05-26 15:35:59.000000,,2017-05-19 00:00:00.000000,2017-05-26 15:25:49.000000
9739,8a858eac5ad81473015ada3690354aac,301861718,11,2017-04-09 23:29:40.000000,2017-04-09 22:29:33.000000,30000.0,34400.0,30,2017-04-10 22:58:02.000000,,2017-05-09 00:00:00.000000,2017-04-10 22:42:53.000000
9740,8a858eac5ad81473015ada3690354aac,301857379,9,2017-04-06 07:35:05.000000,2017-04-06 06:34:59.000000,20000.0,21900.0,15,2017-04-06 18:23:33.000000,,2017-04-21 00:00:00.000000,2017-04-06 18:08:24.000000
9741,8a858ec6560bc09801561cbec2c77a45,301944342,2,2017-06-20 06:45:11.000000,2017-06-20 05:45:05.000000,10000.0,13000.0,30,2017-07-19 18:30:18.000000,,2017-07-20 00:00:00.000000,2017-07-19 18:20:09.000000
9742,8a858ed457a040d30157b40881a25091,301851006,6,2017-03-31 12:10:13.000000,2017-03-31 11:10:06.000000,20000.0,23800.0,30,2017-05-02 09:53:03.000000,,2017-05-02 00:00:00.000000,2017-05-02 09:37:54.000000
9743,8a858ed457a040d30157b40881a25091,301810865,4,2017-02-06 08:45:07.000000,2017-02-06 07:45:01.000000,10000.0,13000.0,30,2017-03-01 14:48:21.000000,,2017-03-08 00:00:00.000000,2017-03-01 14:33:06.000000
9744,8a858ed65ac86155015ac97905df519a,301872550,2,2017-04-18 18:47:17.000000,2017-04-18 17:47:10.000000,10000.0,11500.0,15,2017-05-04 09:15:12.000000,,2017-05-03 00:00:00.000000,2017-05-04 09:00:03.000000
9745,8a858ee55cb156e6015cbf58b7d50810,301943305,1,2017-06-19 09:28:43.000000,2017-06-19 08:27:35.000000,10000.0,11500.0,15,2017-06-30 14:12:00.000000,8a858ee25b34d796015b38cc3d130be8,2017-07-04 00:00:00.000000,2017-06-30 14:01:51.000000
9746,8a858eed5a42df95015a467239f13ec5,301912336,4,2017-05-18 06:42:22.000000,2017-05-18 05:41:15.000000,20000.0,24500.0,30,2017-06-12 19:12:13.000000,,2017-06-19 00:00:00.000000,2017-06-12 19:02:03.000000
9747,8a858f035ac15096015ac26a787c0fc6,301951986,6,2017-06-26 08:57:57.000000,2017-06-26 07:56:50.000000,20000.0,24500.0,30,2017-07-24 16:00:52.000000,,2017-07-26 00:00:00.000000,2017-07-24 15:50:43.000000
9748,8a858f035ac15096015ac26a787c0fc6,301901581,4,2017-05-11 15:56:06.000000,2017-05-11 14:56:00.000000,20000.0,24500.0,30,2017-05-26 08:37:37.000000,,2017-06-12 00:00:00.000000,2017-05-26 08:27:27.000000
9749,8a858f0656b7820c0156bc540dc05869,301749133,3,2016-10-24 17:07:24.000000,2016-10-24 16:07:16.000000,20000.0,24500.0,30,2016-11-22 16:50:26.000000,,2016-11-23 00:00:00.000000,2016-11-22 16:35:15.000000
9750,8a858f0656b7820c0156bc540dc05869,301872801,8,2017-04-19 03:40:13.000000,2017-04-19 02:39:58.000000,20000.0,23800.0,30,2017-05-30 12:06:13.000000,,2017-05-19 00:00:00.000000,2017-05-30 11:56:05.000000
9751,8a858f1358b9f0740158d3834f5e7450,301858557,6,2017-04-06 22:07:52.000000,2017-04-06 21:07:39.000000,30000.0,36800.0,60,2017-05-05 10:03:32.000000,,2017-05-08 00:00:00.000000,2017-05-04 19:49:29.000000
9752,8a858f1358b9f0740158d3834f5e7450,301788014,2,2017-01-05 22:47:24.000000,2017-01-05 21:47:15.000000,10000.0,11500.0,15,2017-01-20 07:53:45.000000,,2017-01-20 00:00:00.000000,2017-01-20 07:38:36.000000
9753,8a858f255cb1710a015cc4fa8c86760b,301944716,1,2017-06-20 11:35:46.000000,2017-06-20 10:34:38.000000,10000.0,13000.0,30,2017-06-22 14:02:51.000000,,2017-07-20 00:00:00.000000,2017-06-22 13:52:40.000000
9754,8a858f2e5876d7d001588219d5a57ae9,301776578,2,2016-12-19 16:14:35.000000,2016-12-19 15:14:23.000000,10000.0,13000.0,30,2017-01-13 22:16:48.000000,,2017-01-18 00:00:00.000000,2017-01-13 22:01:38.000000
9755,8a858f415686c0ab01568f15d70b1d85,301715135,2,2016-09-14 21:26:05.000000,2016-09-14 20:25:56.000000,10000.0,11500.0,15,2016-09-27 08:24:50.000000,,2016-09-29 00:00:00.000000,2016-09-27 08:09:40.000000
9756,8a858ee758b4c54a0158d3914a3840b8,301775401,1,2016-12-17 06:00:30.000000,2016-12-17 05:00:16.000000,10000.0,13000.0,30,2017-01-17 07:54:40.000000,,2017-01-16 00:00:00.000000,2017-01-17 07:39:31.000000
9757,8a858ef45bcf0c76015bcf1a864d0462,301934521,5,2017-06-11 08:31:26.000000,2017-06-11 07:31:19.000000,20000.0,22250.0,15,2017-06-28 06:24:48.000000,,2017-06-28 00:00:00.000000,2017-06-28 05:23:44.000000
9758,8a858f01589b6f8e01589bf33ffc492f,301764661,1,2016-11-25 16:09:15.000000,2016-11-25 15:08:06.000000,10000.0,13000.0,30,2016-12-31 10:44:21.000000,,2016-12-27 00:00:00.000000,2016-12-31 10:29:12.000000
9759,8a858f0f5bfd79d2015c008a8cba6830,301918194,1,2017-05-25 15:37:10.000000,2017-05-25 14:36:03.000000,10000.0,13000.0,30,2017-06-23 16:00:49.000000,,2017-06-26 00:00:00.000000,2017-06-23 15:50:39.000000
9760,8a858f1f586c8fc8015870ffe8e17424,301785613,4,2017-01-02 11:35:39.000000,2017-01-02 10:35:29.000000,20000.0,21900.0,15,2017-01-16 22:23:10.000000,,2017-01-17 00:00:00.000000,2017-01-16 22:07:59.000000
9761,8a858f1f586c8fc8015870ffe8e17424,301761782,1,2016-11-19 19:41:08.000000,2016-11-19 18:40:57.000000,10000.0,13000.0,30,2016-12-09 22:13:21.000000,,2016-12-19 00:00:00.000000,2016-12-09 21:58:12.000000
9762,8a858f2756cec0a30156e00f8a36011f,301783758,2,2016-12-29 15:44:06.000000,2016-12-29 14:43:51.000000,10000.0,11500.0,15,2017-01-14 08:49:30.000000,,2017-01-13 00:00:00.000000,2017-01-14 08:34:21.000000
9763,8a858f2756cec0a30156e00f8a36011f,301818605,5,2017-02-16 12:00:52.000000,2017-02-16 11:00:44.000000,20000.0,21900.0,15,2017-03-08 11:09:15.000000,,2017-03-03 00:00:00.000000,2017-03-08 10:54:02.000000
9764,8a858f375b493337015b56fbe1c0738e,301927746,2,2017-06-05 14:32:20.000000,2017-06-05 13:32:13.000000,10000.0,13000.0,30,2017-07-04 18:57:51.000000,,2017-07-05 00:00:00.000000,2017-07-04 18:47:41.000000
9765,8a858f6d5bfcd8a2015bfcf70b4213bc,301915576,2,2017-05-22 15:47:03.000000,2017-05-22 14:46:56.000000,10000.0,11500.0,15,2017-06-09 12:19:49.000000,8a858eb45ad1e79e015ad1e81fb6002c,2017-06-06 00:00:00.000000,2017-06-09 12:09:40.000000
9766,8a858f78550ba1040155110cdacd015f,301635993,2,2016-06-21 13:19:06.000000,2016-06-21 12:18:58.000000,10000.0,11500.0,15,2016-07-02 11:30:51.000000,,2016-07-06 00:00:00.000000,2016-07-02 11:15:48.000000
9767,8a858f9158aff6a30158b4c1f2b60833,301956188,3,2017-06-29 12:43:06.000000,2017-06-29 11:42:59.000000,10000.0,13000.0,30,2017-07-29 16:32:36.000000,,2017-07-31 00:00:00.000000,2017-07-29 16:22:26.000000
9768,8a858fa154e2912f0154f16a80f32556,301629086,2,2016-06-07 08:25:50.000000,2016-06-07 07:25:45.000000,10000.0,11500.0,15,2016-06-14 00:04:47.000000,,2016-06-22 00:00:00.000000,2016-06-13 16:13:37.000000
9769,8a858fa154e2912f0154f16a80f32556,301862227,4,2017-04-10 11:39:10.000000,2017-04-10 10:38:42.000000,20000.0,23800.0,30,2017-05-07 09:57:18.000000,,2017-05-10 00:00:00.000000,2017-05-07 09:42:09.000000
